name,hp,atk,def,spatk,spdef,spd,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/typ1.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/  typ2.png,,
Leafeon,334,350,394,240,251,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/leafeon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/leafeon.jpg
Glaceon,334,240,350,394,317,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/glaceon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/glaceon.jpg
Gliscor,354,317,383,207,273,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gliscor.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gliscor.jpg
Mamoswine,424,394,284,262,240,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mamoswine.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mamoswine.jpg
Porygon-Z,374,284,262,405,273,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/porygon-z.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/porygon-z.jpg
Gallade,340,383,251,251,361,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gallade.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gallade.jpg
Probopass,324,229,427,273,438,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/probopass.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/probopass.jpg
Dusknoir,294,328,405,251,405,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dusknoir.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dusknoir.jpg
Froslass,344,284,262,284,262,350,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ice.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/froslass.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/froslass.jpg
Rotom,304,218,278,317,278,309,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/rotom.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/rotom.jpg
Uxie,354,273,394,273,394,317,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/uxie.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/uxie.jpg
Mesprit,364,339,339,339,339,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/mesprit.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/mesprit.jpg
Azelf,354,383,262,383,262,361,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/azelf.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/azelf.jpg
Dialga,404,372,372,438,328,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dialga.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dialga.jpg
Palkia,384,372,328,438,372,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/palkia.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/palkia.jpg
Heatran,386,306,342,394,342,278,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/heatran.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/heatran.jpg
Regigigas,424,460,350,284,350,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/regigigas.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/regigigas.jpg
Giratina,504,328,372,328,372,306,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ghost.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dragon.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/giratina.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/giratina.jpg
Cresselia,444,262,350,273,372,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/cresselia.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/cresselia.jpg
Phione,364,284,284,284,284,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/phione.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/phione.jpg
Manaphy,404,328,328,328,328,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/manaphy.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/manaphy.jpg
Darkrai,344,306,306,405,306,383,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/darkrai.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/darkrai.jpg
Shaymin,404,328,328,328,328,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/shaymin-land.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/shaymin-land.jpg
Arceus,444,372,372,372,372,372,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/arceus.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/arceus.jpg
Victini,404,328,328,328,328,328,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/victini.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/victini.jpg
Snivy,294,207,229,207,229,247,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/snivy.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/snivy.jpg
Servine,324,240,273,240,273,291,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/servine.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/servine.jpg
Serperior,354,273,317,273,317,357,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/serperior.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/serperior.jpg
Tepig,334,247,207,207,207,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tepig.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tepig.jpg
Pignite,384,313,229,262,229,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pignite.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pignite.jpg
Emboar,424,379,251,328,251,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/emboar.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/emboar.jpg
Oshawott,314,229,207,247,207,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/oshawott.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/oshawott.jpg
Dewott,354,273,240,291,240,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/dewott.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/dewott.jpg
Samurott,394,328,295,346,262,262,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/samurott.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/samurott.jpg
Patrat,294,229,194,185,194,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/patrat.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/patrat.jpg
Watchog,324,295,260,240,260,278,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/watchog.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/watchog.jpg
Lillipup,294,240,207,163,207,229,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/lillipup.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/lillipup.jpg
Herdier,334,284,251,185,251,240,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/herdier.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/herdier.jpg
Stoutland,374,350,306,207,306,284,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/stoutland.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/stoutland.jpg
Purrloin,286,218,190,218,190,254,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/purrloin.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/purrloin.jpg
Liepard,332,302,218,302,218,342,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Dark.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/liepard.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/liepard.jpg
Pansage,304,225,214,225,214,249,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pansage.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pansage.jpg
Simisage,354,324,247,324,247,331,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/simisage.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/simisage.jpg
Pansear,304,225,214,225,214,249,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pansear.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pansear.jpg
Simisear,354,324,247,324,247,331,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fire.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/simisear.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/simisear.jpg
Panpour,304,225,214,225,214,249,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/panpour.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/panpour.jpg
Simipour,354,324,247,324,247,331,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/simipour.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/simipour.jpg
Munna,356,163,207,256,229,161,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/munna.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/munna.jpg
Musharna,436,229,295,344,317,172,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/musharna.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/musharna.jpg
Pidove,304,229,218,188,174,203,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/pidove.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/pidove.jpg
Tranquill,328,278,245,218,201,251,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tranquill.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tranquill.jpg
Unfezant,364,361,284,251,229,313,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/unfezant.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/unfezant.jpg
Blitzle,294,240,179,218,179,276,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/blitzle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/blitzle.jpg
Zebstrika,354,328,247,284,247,364,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Electric.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/zebstrika.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/zebstrika.jpg
Roggenrola,314,273,295,163,163,141,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/roggenrola.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/roggenrola.jpg
Boldore,344,339,339,218,196,152,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/boldore.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/boldore.jpg
Gigalith,374,405,394,240,284,163,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Rock.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gigalith.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gigalith.jpg
Woobat,334,207,203,229,203,267,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/woobat.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/woobat.jpg
Swoobat,338,234,229,278,229,359,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Psychic.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Flying.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swoobat.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swoobat.jpg
Drilbur,324,295,196,174,207,258,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/drilbur.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/drilbur.jpg
Excadrill,424,405,240,218,251,302,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Steel.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/excadrill.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/excadrill.jpg
Audino,410,240,298,240,298,218,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Normal.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/audino.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/audino.jpg
Timburr,354,284,229,163,185,185,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/timburr.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/timburr.jpg
Gurdurr,374,339,295,196,218,196,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/gurdurr.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/gurdurr.jpg
Conkeldurr,414,416,317,229,251,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/conkeldurr.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/conkeldurr.jpg
Tympole,304,218,196,218,196,249,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/tympole.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/tympole.jpg
Palpitoad,354,251,229,251,229,260,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/palpitoad.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/palpitoad.jpg
Seismitoad,414,317,273,295,273,271,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Water.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Ground.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/seismitoad.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/seismitoad.jpg
Throh,444,328,295,174,295,207,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/throh.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/throh.jpg
Sawk,354,383,273,174,273,295,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Fighting.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sawk.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sawk.jpg
Sewaddle,294,225,262,196,240,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/sewaddle.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/sewaddle.jpg
Swadloon,314,247,306,218,284,201,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Bug.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/types/Grass.png,C:/Users/Honey/AppData/Local/Programs/Python/Python313/pokemon/assets/image/swadloon.jpg,c:/users/honey/appdata/local/programs/python/python313/pokemon/assets/image/swadloon.jpg
